RUM1,RUM2,RUM3,RUM4,RUM5,RUM6,RUM7,RUM8,RUM9,RUM10,RUM11,RUM12,MARS3_1,MARS4_1,MARS5_1,MARS10_1,MARS13_1,MESI1_1,MESI2_1,MESI3_1,MESI4_1,MESI5_1,MESI6_1,MESI7_1,TAS1_1,TAS2_1,TAS3_1,TAS4_1,TAS5_1,TAS6_1,TAS7_1,TAS8_1,TAS9_1,TAS10_1,TAS11_1,TAS12_1,TAS13_1,TAS14_1,TAS15_1,TAS16_1,TAS17_1,TAS18_1,TAS19_1,TAS20_1,DERS1_1,DERS2_1,DERS3_1,DERS4_1,DERS5_1,DERS6_1,DERS7_1,DERS8_1,DERS9_1,DERS10_1,DERS11_1,DERS12_1,DERS13_1,DERS14_1,DERS15_1,DERS16_1,DASS1_1,DASS2_1,DASS3_1,DASS4_1,DASS5_1,DASS6_1,DASS7_1,DASS8_1,DASS9_1,DASS10_1,DASS11_1,DASS12_1,DASS13_1,DASS14_1,DASS15_1,DASS16_1,DASS17_1,DASS18_1,DASS19_1,DASS20_1,DASS21_1,Age,Gender,Ethnicity,EthnicityOther,MusicExperience1,Yearsplayed,HoursListened,Genre,GenreOther,SadSong,SadSongWhy,playlist_name,playlist_uri,playlist_tracks_url,playlist_num_tracks,snapshot_id,playlist_img,track_name,track_uri,artist_name,album_name,album_img,track_added_at,track_popularity,track_preview_url,track_open_spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
4,4,4,4,4,1,4,4,1,1,4,4,4,2,4,2,2,2,5,4,4,2,2,4,4,5,2,2,4,4,4,1,4,5,2,2,2,1,2,1,1,5,5,2,2,1,5,2,2,3,4,4,2,4,4,2,4,4,4,4,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,6,1,0,,0,,2,5,,Mario - Let me love you,"My best friend died at age 19, it was his favourite song.",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,Mario,Let Me Love You,https://i.scdn.co/image/4d18a07bd8d9fa9e9de5f00acbb673d313f97e8a,2018-12-29T18:07:02Z,78,https://p.scdn.co/mp3-preview/cf789f03af0823c236804eac219c0589da733bd3?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,G,-8.97,minor,0.0922,0.235,0,0.118,0.556,94.514,256733,4,G minor
5,5,5,5,5,1,4,4,1,1,4,4,1,1,4,4,2,4,4,2,4,3,4,1,4,4,1,1,3,4,1,3,3,4,4,5,5,2,5,3,5,2,1,2,5,5,5,3,5,5,5,4,5,5,2,5,5,5,5,5,2,0,3,0,3,3,0,1,2,3,2,3,3,3,0,3,3,2,0,0,3,7,1,0,,1,1,4,14,,Miss Y - Marina And The Diamonds,I find the lyrics very relatable and it makes me feel like someone else understands what's upsetting me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,4,3,3,3,4,3,4,4,4,2,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,,1,2,3,14,,Monsters - meg and dia (remix),makes me feel better about myself,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Monster,0KQ1LhU7vGiXqn7eAw1nfl,Meg & Dia,"Something Real & Here, Here and Here",https://i.scdn.co/image/4f3a6e2aebbbba0540fbe556e03a2a023c67a7cc,2018-12-29T18:10:42Z,56,https://p.scdn.co/mp3-preview/a8ac41ad8d182a79602266df280d4d5935824b59?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/0KQ1LhU7vGiXqn7eAw1nfl,0.35,0.834,F#,-3.856,minor,0.0596,0.00164,1.19E-05,0.149,0.424,192.005,161333,4,F# minor
4,4,5,4,4,4,4,5,3,2,4,3,2,1,2,1,1,4,5,4,3,5,4,5,2,2,4,4,5,2,3,2,4,5,4,3,3,1,4,2,2,5,4,4,2,2,5,2,4,2,4,4,2,5,2,4,4,3,4,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,1,1,2,14,,mr brightside - killers,it gets me feeling upbeat again,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Mr. Brightside,3n3Ppam7vgaVa1iaRUc9Lp,The Killers,Hot Fuss,https://i.scdn.co/image/ac68a9e4a867ec3ce8249cd90a2d7c73755fb487,2018-12-29T17:22:53Z,79,NA,https://open.spotify.com/track/3n3Ppam7vgaVa1iaRUc9Lp,0.355,0.918,C#,-4.36,major,0.0746,0.00119,0,0.0971,0.24,148.114,222200,4,C# major
4,4,4,4,4,2,4,4,2,2,4,4,4,3,5,2,3,1,4,4,0,1,4,4,2,3,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,3,2,4,4,4,4,4,2,4,4,4,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,3,2,9,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,4,5,2,3,3,4,4,5,1,3,1,2,1,1,2,4,4,4,3,2,4,5,4,4,2,4,5,2,2,1,3,3,5,3,4,1,4,3,5,4,3,2,4,3,4,2,1,3,4,3,3,5,3,2,4,3,5,3,1,1,2,0,3,1,0,3,3,1,2,3,1,1,2,3,3,1,1,1,2,2,0,0,,1,3,6,9,,Narcissistic Cannibal - Nightcore / Korn,enjoying the music makes me feel better even though the theme is sad,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Narcissistic Cannibal (feat. Skrillex & Kill The Noise),65XY6Cx0263J5BPnY8mPyE,Korn,The Path Of Totality (Special Edition),https://i.scdn.co/image/0047b8488d0c2cde2d5e495872ed7a7f7b17062d,2018-12-29T17:28:41Z,60,https://p.scdn.co/mp3-preview/dc10c86cf0ff5ff171629a902fe88b660b39798f?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/65XY6Cx0263J5BPnY8mPyE,0.519,0.892,B,-5.285,minor,0.113,4.56E-04,5.25E-04,0.572,0.559,174.027,190707,4,B minor
5,4,5,5,4,4,3,4,2,4,2,4,3,3,2,2,2,5,5,5,4,4,4,4,4,5,2,2,4,4,4,2,2,4,4,4,4,4,5,4,5,4,4,1,4,4,4,2,4,4,5,4,4,4,4,4,5,5,5,5,2,1,3,3,3,2,1,2,2,3,3,3,3,2,2,3,3,2,3,2,3,7,1,0,,0,,3,11,,never grow up - taylor swift,makes me think of the oppotunities i missed as a child whilst growing up,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Never Grow Up,3JilapcaOXzjR9gtvCY8FO,Taylor Swift,Speak Now,https://i.scdn.co/image/e7a5b6d951a4cb249aacfaa504bd532516463bc6,2018-12-29T18:08:34Z,47,NA,https://open.spotify.com/track/3JilapcaOXzjR9gtvCY8FO,0.713,0.313,D,-8.717,major,0.0317,0.828,0,0.166,0.537,124.897,290480,4,D major
4,3,4,4,3,4,4,4,4,4,4,4,3,3,1,1,2,4,4,4,3,4,4,4,4,3,1,4,4,2,2,2,3,4,4,3,3,2,3,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,2,3,2,3,3,1,2,2,1,2,1,2,1,1,1,2,2,6,0,0,,0,,4,5,,nine in the afternoon - panic at the disco,because it reminds me of my home,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Nine In The Afternoon,59kTVUKhpcFw9zMLPSbFvH,Panic! At The Disco,Pretty. Odd.,https://i.scdn.co/image/85e189e17e821d832a5040338c4612c7f87edf9d,2018-12-29T17:36:50Z,55,https://p.scdn.co/mp3-preview/6aeabce5c36c6937fe3fe8772efef5e460dd3478?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/59kTVUKhpcFw9zMLPSbFvH,0.249,0.804,A#,-3.233,major,0.0502,0.0201,0,0.262,0.389,155.066,192893,4,A# major
3,3,4,4,4,2,4,4,2,2,4,4,4,2,2,1,2,4,4,4,3,4,4,4,4,4,1,4,4,4,4,3,4,5,4,3,3,3,3,2,4,4,3,2,4,4,4,2,3,3,4,5,4,4,4,4,5,5,3,3,2,1,0,3,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,3,1,0,,1,2,2,13,,No Scrubs - TLC,It's hype,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,No Scrubs,1KGi9sZVMeszgZOWivFpxs,TLC,Fanmail,https://i.scdn.co/image/6f40efc2121d6b24b51be576033c31a4b8c21422,2018-12-29T17:20:29Z,78,https://p.scdn.co/mp3-preview/69daa711bddd8fe7aa9acf17106ca85cf1ccfa14?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,0.743,0.675,G#,-4.267,minor,0.0953,0.0251,7.17E-04,0.0685,0.59,92.909,214400,4,G# minor
4,3,3,3,2,2,2,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,2,3,3,2,2,3,3,4,3,3,2,2,2,3,3,3,2,3,3,3,4,3,3,2,2,2,2,3,2,2,2,4,3,2,1,"1,2",0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,,0,,4,12,,not sure ,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,5,4,4,4,4,1,4,2,3,4,2,2,1,2,4,4,3,4,4,5,4,1,1,2,5,3,1,1,2,1,5,1,1,1,1,2,2,1,5,3,4,1,1,1,4,1,1,2,1,4,1,4,1,1,1,1,3,1,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,6,0,0,,1,1,3,11,,Oh what a night- frankie vallie & the four seasons,It reminds me of dancing with my parents an incredibly happy time ,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,"December, 1963 (Oh What a Night!)",7ePFDzrnLt3Ynqgy2UFWri,Frankie Valli & The Four Seasons,The Very Best Of Frankie Valli & The 4 Seasons,https://i.scdn.co/image/9b925afcf1e9d3c046ff939a632c73741030e75c,2018-12-29T16:06:44Z,63,https://p.scdn.co/mp3-preview/a4fbbf57dbc6df3c901e6d4aed750cbda3da7686?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/7ePFDzrnLt3Ynqgy2UFWri,0.727,0.588,C#,-9.568,major,0.0253,0.058,5.46E-06,0.0414,0.964,104.413,201093,4,C# major
4,5,3,5,5,4,4,5,5,1,5,3,2,1,3,1,2,5,5,5,4,4,4,4,4,4,5,2,4,3,2,3,3,4,2,4,5,2,4,2,3,3,4,1,4,4,5,1,4,4,4,2,1,4,2,4,5,4,4,3,2,3,2,2,2,1,1,2,2,3,2,2,2,1,2,2,2,2,3,2,3,5,0,0,,1,2,11,12,,On the edge of a cliff - The Streets,It makes me realise that it's not that bad,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,On The Edge Of A Cliff,13lnyMKpp2imS6MAgKXw3z,The Streets,Everything Is Borrowed,https://i.scdn.co/image/b8341d2bd63618867706fdbdf4961abad4ba883e,2018-12-29T17:50:31Z,37,https://p.scdn.co/mp3-preview/873392fd2dcd99fd651235ee14013b42720531de?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/13lnyMKpp2imS6MAgKXw3z,0.62,0.762,E,-6.002,minor,0.509,0.546,5.80E-05,0.0997,0.615,149.786,183933,4,E minor
3,2,2,2,1,5,1,1,5,4,4,1,1,1,4,6,2,3,4,4,4,4,4,4,1,1,1,5,3,1,1,5,1,4,1,1,1,1,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,,0,,5,11,,opposites attract- you me at six,it has great lyrics,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Always Attract,3NtDqzqX4xF5ZCf5Bvr7NP,You Me At Six,Take Off Your Colours,https://i.scdn.co/image/c1bc7394c98318dec9420e0aa2eb0c1277d2ebd1,2018-12-29T17:38:30Z,41,NA,https://open.spotify.com/track/3NtDqzqX4xF5ZCf5Bvr7NP,0.357,0.357,G,-7.597,major,0.0285,0.22,0,0.196,0.226,146.968,366027,4,G major
4,4,4,4,3,3,1,2,2,2,2,2,4,4,4,4,4,2,2,2,3,2,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,,1,3,6,5,,Paramore,Paramore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,4,4,4,2,4,4,2,2,4,5,2,1,2,1,2,5,5,5,3,5,4,3,4,5,3,2,4,5,1,1,3,5,3,3,4,2,3,5,3,4,3,3,4,4,4,2,3,4,4,4,3,4,2,1,4,4,4,4,2,0,1,0,3,1,0,0,0,2,1,1,3,1,0,2,1,1,0,0,1,3,1,0,,1,2,2,5,,particles - nothing but thieves,"its about the singers depression, and he has come out of it.",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Particles,1W2TYUenzUdOOuATtQIWS2,Nothing But Thieves,Broken Machine (Deluxe),https://i.scdn.co/image/23db2a88e0929991e55d98da4a4e19c842774d48,2018-12-29T17:23:54Z,59,https://p.scdn.co/mp3-preview/1db88427bd53516006eebc7726956eda6c55e921?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/1W2TYUenzUdOOuATtQIWS2,0.515,0.558,B,-5.155,minor,0.0405,0.00208,0,0.219,0.198,153.809,235880,4,B minor
4,5,4,5,4,2,4,4,5,1,4,4,1,1,3,1,1,5,5,5,4,5,5,4,4,4,2,2,4,3,2,4,5,4,5,4,5,2,2,1,4,5,4,4,4,4,5,2,4,5,5,4,4,4,3,4,4,4,2,4,1,1,2,1,1,2,0,2,2,3,2,1,2,3,2,2,3,2,2,2,3,2,1,0,,1,2,9,15,Acoustic,Perfect - Ed Sheeran,It reminds me of my other half.,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Perfect,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,÷ (Deluxe),https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c,2018-12-29T17:33:07Z,87,https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,G#,-6.312,major,0.0232,0.163,0,0.106,0.168,95.05,263400,3,G# major
3,4,5,5,4,2,5,5,4,2,5,3,7,1,4,2,1,5,5,5,4,5,5,5,1,1,1,5,1,1,1,5,1,5,1,1,1,1,2,3,1,5,5,4,1,1,4,4,4,2,4,1,4,5,5,5,2,5,5,5,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,6,1,0,,1,1,6,13,,Perfect - ed sheeran,Makes me connect with my emotions ,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Perfect,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,÷ (Deluxe),https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c,2018-12-29T18:03:00Z,87,https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,G#,-6.312,major,0.0232,0.163,0,0.106,0.168,95.05,263400,3,G# major
3,2,4,5,4,4,4,4,3,2,3,4,2,1,5,1,2,4,4,4,2,4,4,4,3,3,3,2,2,2,3,2,4,4,3,3,3,2,4,2,3,3,3,2,2,2,4,4,4,4,4,5,5,5,4,3,5,4,4,4,1,2,0,0,2,1,0,2,1,3,3,2,2,1,0,0,1,2,1,0,0,6,1,0,,0,,3,11,,Perfect ed sheeren,Brings back memories ,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Perfect,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,÷ (Deluxe),https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c,2018-12-29T18:05:49Z,87,https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,G#,-6.312,major,0.0232,0.163,0,0.106,0.168,95.05,263400,3,G# major
4,2,4,4,4,2,4,4,2,2,4,4,2,2,1,1,2,5,5,5,5,5,5,5,2,4,2,2,4,2,4,2,4,5,2,2,1,1,4,2,2,5,4,1,2,2,4,2,1,1,2,2,1,4,1,1,2,2,2,4,1,0,0,0,1,1,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,2,1,0,,1,3,5,5,,Photograph - Ed Sheeran,Makes me feel more positive emotions. ,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,x (Deluxe Edition),https://i.scdn.co/image/b68b39fdc2409d0f526ad48775ddcd93ff496cda,2018-12-29T16:40:48Z,84,https://p.scdn.co/mp3-preview/097c7b735ceb410943cbd507a6e1dfda272fd8a8?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,E,-10.48,major,0.0476,0.607,4.64E-04,0.0986,0.201,107.989,258987,4,E major
2,5,2,4,5,2,5,5,2,2,2,3,2,2,2,2,1,4,4,4,2,3,1,1,2,4,1,2,4,2,1,4,2,3,3,2,2,2,3,3,5,4,4,2,2,2,4,2,3,2,4,3,2,2,2,3,2,2,3,2,1,1,1,0,2,1,0,0,2,2,0,3,1,1,1,2,1,0,0,0,3,7,0,0,,1,2,4,7,,Porcelain heart - Opeth,"I find it difficult to say to be honest, Opeth are my favorite band so perhaps I find solace in listening to them",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Porcelain Heart,1yEvXdpXjyDclX2yH13hE7,Opeth,Watershed (Special Edition),https://i.scdn.co/image/ede3f34bf02b8702730828d146be95455eec16d6,2018-12-29T17:54:42Z,38,https://p.scdn.co/mp3-preview/c5d7e83db70b1897a6ea344c428199e5d366677e?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/1yEvXdpXjyDclX2yH13hE7,0.287,0.699,D,-7.387,minor,0.0469,0.00378,0.242,0.0899,0.159,130.028,480867,4,D minor
